ROCO_CLEF_07350	C0203126;C0203051
ROCO_CLEF_62959	C0179081;C0040184;C0003086;C0007776;C0022655
ROCO_CLEF_29996	C0040456;C0024947;C0004454;C0040426
ROCO_CLEF_06137	C0184666;C0221874;C0040395;C2242558;C0040405;C0032284;C0034579;C1551379;C0025066;C0374082;C0817096;C0700185;C0333581
ROCO_CLEF_03575	C0013687;C1546613;C0040395;C0034579;C0035561;C0817096;C0024109;C0441633;C0040405
ROCO_CLEF_48128	C0003893;C1561543;C1112760
ROCO_CLEF_57720	C0228505;C0040395;C1692321;C0034579;C0933845;C0817096;C0702249;C0796494;C0332448;C0040405
ROCO_CLEF_29883	C0677554;C0021853;C0687713;C0040395;C0040405;C0687702;C0233929;C0046056;C1458156;C0022378;C0034579;C0927195;C0441633;C0809794;C0184122;C0596601
ROCO_CLEF_18309	C0029053;C0006271;C0034579;C3714514;C1265876;C0817096;C0796494;C0040395;C0040405
ROCO_CLEF_63370	C1334278;C0796095;C2936904;C2936859;C1456781;C0205065;C0796110;C0577559
ROCO_CLEF_32481	C0221874;C0011343;C0439663;C0015252;C0935456;C0336581;C3245481;C0015811;C0027342;C0728940
ROCO_CLEF_62545	C0441295;C0728940;C0015252;C0723323
ROCO_CLEF_31183	C0025066;C0817096;C0024109;C0038293
ROCO_CLEF_19040	C0008350;C0040395;C0687028;C0030274;C0034579;C0005388;C1963198;C0521440;C0030305;C0000726;C1550227;C0039259;C0040405;C3245511;C1561538
ROCO_CLEF_63185	C0024687
ROCO_CLEF_48787	C0040184;C4283785;C1857644
ROCO_CLEF_29291	C0184666;C1962945;C1548003;C0596790;C0043299;C0817096;C0332448;C1546677
ROCO_CLEF_47908	C0542559;C3887804;C0024109
ROCO_CLEF_53829	C0002978;C1261287
ROCO_CLEF_67380	C2242558;C1551379;C0442031;C0374082;C0817096;C0700185;C0333581
ROCO_CLEF_15281	C0040395;C0034579;C0006104;C0040405;C0543467
ROCO_CLEF_31274	C0227665;C0412555;C0023884;C0041618;C0022646;C1321564
ROCO_CLEF_23327	C0003842
ROCO_CLEF_46212	C0042149;C0231881
ROCO_CLEF_46700	C0043299;C0921176;C0013990;C0817096;C0587668;C1962945;C0025066;C0024109;C0543467;C0027530;C0439775;C1548003;C0525187
ROCO_CLEF_29794	C0729233;C0003483;C0175410;C1553386;C0751438;C0817096;C0184252;C0018792;C1186983;C0018827
ROCO_CLEF_27463	C0815275;C0772294;C0010097;C0162512;C0221198
ROCO_CLEF_63959	C0497156;C0009429;C0000925;C1514893;C0376495;C3887704;C0744971;C0087111;C0024109;C0441633
ROCO_CLEF_47140	C1261287;C0549207;C1514893;C2348535;C0038257;C0003842
ROCO_CLEF_19309	C0013516;C0203378;C0203379;C0183129;C0018827;C0221533;C0013524
ROCO_CLEF_06539	C1552858;C0040395;C0221198;C0034579;C0015252;C0007876;C0441633;C0728940;C0040405;C0184905;C0772294
ROCO_CLEF_07838	C0005558;C0033572;C1285092;C4321352;C0005682;C2347273
ROCO_CLEF_41811	C0000828;C0013769;C0016536;C0772294;C0034627;C0221198;C0262950
ROCO_CLEF_54257	C0040405;C0034579;C0040395;C0000726
ROCO_CLEF_12459	C0751437;C0021485;C0042449;C0204727;C1546572;C0013812;C1546616;C0031545;C1548938;C3245511;C1533685;C0024109;C0009924;C0220862;C0449900
ROCO_CLEF_03888	C0796494;C0030650;C0042241;C0152097;C0011980;C0772294;C0025066;C0038257;C1705236;C0817096;C2348535;C0016059;C0221198;C0040578
ROCO_CLEF_08194	C0040395;C2939420;C0034579;C0087086;C1328685;C1517569;C3245509;C0040405;C0027627
ROCO_CLEF_55118	C0007531;C1692321;C1546602;C1553386;C0012817;C0549099;C0332448;C0151664;C4084912;C0020885;C0702249
ROCO_CLEF_55333	C0031809;C0450295;C0592931;C0332573;C0035298;C0237677;C0035331
ROCO_CLEF_62873	C0031809;C1962945;C1561542;C0043299;C0582103
ROCO_CLEF_06121	C0013516;C0003483;C0203378;C0203379;C0589385;C0183129;C0221533;C0013524
ROCO_CLEF_04477	C0021156;C0024687
ROCO_CLEF_02686	C0687702;C1692321;C1548003;C0947630;C1962945;C1552654;C0233929;C0043299;C0817096;C0702249;C1553496;C0024109;C4331837;C0332448;C1552713;C0723323
ROCO_CLEF_24171	C0019066;C0040395;C0198632;C0034579;C1546844;C1561542;C1304698;C1546399;C1553500;C0607422;C0040405;C0301571
ROCO_CLEF_08641	C0935598;C1553386;C0037949
ROCO_CLEF_30842	C0018067;C0042449;C0031545;C1548938
ROCO_CLEF_14607	C1548003;C1962945;C0040399;C0037949;C0043299
ROCO_CLEF_30819	C0015252;C0087111;C0587668;C1552858;C0224439;C0332155;C0027809;C0728940;C0543467;C1458156;C0034896;C0262926;C0005682;C0009429;C0376554;C0262512;C0038925;C0376495;C3887704
ROCO_CLEF_43085	C1293284;C0841296;C0441513;C0565460;C0198062;C0009068;C1293304;C0524865;C0845672
ROCO_CLEF_46070	C0022077;C0202165;C0036410;C0002873;C0222032
ROCO_CLEF_36284	C1552858;C2586211;C0751438;C0935598;C0015252;C0007876;C0006104;C0441633;C0728940;C0184905
ROCO_CLEF_66002	C0810633;C0231957;C0042449;C0021107;C0035139;C1546728;C0935616;C3853703;C0029976;C1442948
ROCO_CLEF_47082	C0181839;C0183355;C0026018;C0179533;C0009924;C0449900
ROCO_CLEF_07870	C0184666;C1704258;C0079595;C1305866
ROCO_CLEF_11603	C0042779;C0000726
ROCO_CLEF_04202	C0028977;C1184742;C2336409;C0023759;C0008114;C0230003;C0222694;C0028429
ROCO_CLEF_48751	C0921176;C0772294;C0525187;C0006104;C2355627;C0018827;C0221198
ROCO_CLEF_37191	C0728940;C0015252;C0007876;C0275586;C1552858;C0184905;C4050469
ROCO_CLEF_37574	C1548760;C0000726
ROCO_CLEF_29336	C1963113;C0037004
ROCO_CLEF_41642	C0013516;C0598782;C2355627;C0183129;C2243117;C0017547;C0184252;C0018792;C1186983;C0018827;C0524422
ROCO_CLEF_49426	C0000925;C0040395;C0024947;C0034579;C0004454;C0441633;C0040405
ROCO_CLEF_20139	C1963113;C0817096;C0729233;C0037949
ROCO_CLEF_18639	C1548003;C1962945;C0043299;C0233492;C0262950
ROCO_CLEF_60205	C0456378;C0935598;C0038137;C0002045;C0237607;C0947630;C0751438;C0411943;C0412670;C0441633;C2828392
ROCO_CLEF_21461	C0040426;C1962945;C1548003;C0772294;C0026367;C0043299;C0221198;C0227391
ROCO_CLEF_02266	C0016059;C0070426;C0057258;C0136123
ROCO_CLEF_63790	C0441610;C0040395;C0034579;C0441633;C0040405
ROCO_CLEF_27457	C0006826
ROCO_CLEF_60264	C0262950;C0024687
ROCO_CLEF_27944	C4283785;C0441633;C0687702;C0233929
ROCO_CLEF_21091	C0025474;C0021853
ROCO_CLEF_61456	C0040395;C0034579;C0087111;C0033972;C0441633;C0040405
ROCO_CLEF_42755	C0040395;C3244287;C0034579;C0286840;C0034186;C0441633;C0040405
ROCO_CLEF_33533	C0741302;C0751438;C2985765
ROCO_CLEF_28737	C0023884
ROCO_CLEF_54907	C0042241;C0152097;C0011980;C0011900;C0817096;C0265123;C0024109;C0430533;C0003842
ROCO_CLEF_61646	C1561528;C0040395;C0034579;C2605207;C0040405;C1550310
ROCO_CLEF_03525	C1704457;C0549207
ROCO_CLEF_37093	C0702216;C1709311;C0549207;C0262950;C0334094;C0230467;C0205161;C0441633;C0233494
ROCO_CLEF_41907	C0027530;C0040395;C1546399;C0034579;C1546844;C0024687;C1553500;C0221874;C0040405
ROCO_CLEF_05975	C0043299;C1962945
ROCO_CLEF_47615	C0040395;C0034579;C0038257;C0040405;C0003842
ROCO_CLEF_63102	C0203463;C0728940;C0175676;C1552858;C0013604;C0015252;C0041618;C1184148;C0043262;C0007876;C0184905
ROCO_CLEF_00648	C0040395;C0034579;C0030797;C0392333;C0040405;C0022646;C0006736
ROCO_CLEF_57513	C0196112;C0021102;C0021107
ROCO_CLEF_29668	C1561543;C0005847;C1533685;C0021485
ROCO_CLEF_16058	C0040395;C1550512;C0040405;C0034579;C0521428;C0000726
ROCO_CLEF_57907	C0013687;C1546613;C1962945;C1548003;C0043299;C0521530;C0817096;C0024109
ROCO_CLEF_03237	C0441633;C0412555;C0005839;C0041618
ROCO_CLEF_13296	C1320102;C3244072;C0015376;C0162868;C0005847;C0005874;C0003842
ROCO_CLEF_07457	C1550278;C0001629;C1305694;C1550227;C0175722
ROCO_CLEF_47411	C3853789;C1610719;C1318154;C0772294;C0037949;C0231881;C0221198;C0441633
ROCO_CLEF_37606	C0162868
ROCO_CLEF_36158	C0034770;C1515974;C0412555;C0041618;C1555588;C4284930
ROCO_CLEF_35539	C0035139;C1555302;C0441587
ROCO_CLEF_31974	C0024202;C0412555;C0041618;C0746922;C2605207
ROCO_CLEF_15501	C0424530;C0227665;C1561540;C0037297;C0040736;C0596557;C0935850;C0587668;C0040405;C0771711;C0024128;C0040395;C0040732;C0206153;C0022646;C0543467;C1293134;C0030279;C0520484;C0030274;C0034579;C0933845;C0242602;C0524724;C0702058;C1553386;C0005976;C0185012;C0005847;C2985765;C1293124
ROCO_CLEF_31023	C0087086;C0003483
ROCO_CLEF_70012	C1552839;C1561540
ROCO_CLEF_42060	C0035110;C0949626;C0935598;C1552858;C0015252;C0007876;C0184905;C3244306;C0231881;C0728940;C0543467
ROCO_CLEF_60760	C0227665;C0022646
ROCO_CLEF_65533	C0015027;C0229316;C0024947;C0921176;C0004454;C0525187;C0028429
ROCO_CLEF_22111	C1552858;C3853789;C0815275;C1610719;C0525187;C0015252;C0007876;C0228174;C0006104;C0921176;C0796494;C0231881;C0728940;C0184905
ROCO_CLEF_48870	C4283785;C0772294;C1522577;C0221198
ROCO_CLEF_52227	C0003515;C0003483;C0024109;C0230467;C0003842
ROCO_CLEF_68793	C1550512;C2323987;C3245511
ROCO_CLEF_54812	C0043299;C1548003;C1962945
ROCO_CLEF_47142	C0032743;C0342952;C0037303;C2951888
ROCO_CLEF_35054	C1552858;C0040395;C0003483;C0034579;C0015252;C0007876;C0230467;C0009924;C0728940;C0040405;C0040578;C0184905;C0449900
ROCO_CLEF_12196	C0027442;C0772294;C0441633;C0221198
ROCO_CLEF_55983	C0205097;C0003842
ROCO_CLEF_49931	C0027530;C0334044;C0040399;C0228391;C0043299;C1550227;C3244287;C0015811;C0678723;C0019552;C0286840;C0243107;C1962945
ROCO_CLEF_13536	C1293284;C0841296;C0441513;C0024687;C0565460;C0198062;C1293304;C0524865;C0845672
ROCO_CLEF_03631	C0772294;C0043299;C0355642;C0010468;C1962945;C0009653;C0206138;C0221198;C1139930;C1293130;C1263136;C0228391;C0030797;C0015811;C0019552;C0301559;C0011343;C0700071;C0751438;C0262950
ROCO_CLEF_57978	C0040395;C0921176;C0034579;C0525187;C1101725;C0441633;C0040405
ROCO_CLEF_34731	C2951888;C0037303
ROCO_CLEF_37719	C0525187;C1512346;C0921176
ROCO_CLEF_48306	C0040399;C1553386
ROCO_CLEF_09679	C0003515;C1578513;C3203359;C0087086;C0004895;C0003483
ROCO_CLEF_60975	C0013687;C1269845;C1546613;C0042241;C0152097;C0011980;C0412555;C3203359;C0041618;C0205400;C0150312;C0441633;C0221198;C0772294
ROCO_CLEF_04458	C0772294;C0412555;C0041618;C0221198
ROCO_CLEF_33817	C0751437;C4227884;C0030797;C0021853;C0607422;C0009924;C0854217;C0449900
ROCO_CLEF_63035	C1963113;C1962945;C0022742;C0262950;C0043299;C0015811;C1548003
ROCO_CLEF_03989	C0275586;C1962945;C1548003;C0043299;C0817096;C0441633;C0262950;C4050469
ROCO_CLEF_05386	C0013516;C0034770;C1306232;C0183129;C2004489;C0232605;C0018792;C0554756
ROCO_CLEF_13249	C0003232;C1561540;C0442797;C1552713;C1552654;C0087111;C0033972;C0009924;C0449900;C0377919
ROCO_CLEF_20923	C0003483;C3203359;C1962958;C0230467;C0441633
ROCO_CLEF_52509	C0233256;C0817096;C0000726
ROCO_CLEF_02552	C0043299;C1548003;C1561543;C1962945
ROCO_CLEF_28942	C0006104;C0079595;C0231881
ROCO_CLEF_27108	C0740422;C0574032;C0042149;C0854643;C0041618;C0042133;C0723199;C0040404
ROCO_CLEF_58328	C0225594;C0751437;C0751438;C0817096;C0024109;C0009924;C0449900
ROCO_CLEF_64671	C0151664;C1334278;C0221198;C0772294;C0024687;C0262950;C0040399;C0549099;C0441633;C0007776;C0022655
ROCO_CLEF_67956	C0085632;C0229316;C0150312;C0854217;C1552826;C0441633;C1705236;C0723285;C0028429;C4227884
ROCO_CLEF_37952	C0043299;C1962945
ROCO_CLEF_70212	C0006255;C1261287
ROCO_CLEF_23046	C0040395;C0034579;C1962958;C0521366;C0040405
ROCO_CLEF_45463	C1322279;C0030851;C0700124;C0012359;C1185740
ROCO_CLEF_39314	C0028778;C3891555;C4255126;C0002978;C1548816;C0182025;C0003842
ROCO_CLEF_11234	C0013103;C0175730;C0035561;C0817096;C0012621
ROCO_CLEF_22883	C1962945;C1548003;C0043240;C0043299;C0262950
ROCO_CLEF_48160	C0179081;C1706422;C0003086;C0301559;C0034394
ROCO_CLEF_55908	C0040395;C0009429;C0034579;C0227665;C0376495;C3887704;C0087111;C0151514;C0040405;C0022646
ROCO_CLEF_62785	C0005767;C0005768;C0023884;C0796494;C0231881;C0229664
ROCO_CLEF_15995	C0040184;C0021485;C1533685;C1561528
ROCO_CLEF_54035	C1549594;C3853789;C1610719;C0079595;C0751438;C0006104;C0796494;C0231881
ROCO_CLEF_07624	C2242558;C0031939;C1285092;C1551379;C0374082;C0006104;C0700185;C0333581
ROCO_CLEF_49431	C0441606;C1962945;C1548003;C0037949;C0043299
ROCO_CLEF_27845	C1610719;C0935598;C0772294;C1547787;C0301625;C0221198
ROCO_CLEF_09486	C1963113;C0040395;C0220825;C0034579;C0441610;C0183115;C0040405
ROCO_CLEF_52750	C0796494;C0023884;C3244072;C0041618
ROCO_CLEF_57928	C0034770;C4283785;C0929176;C1561543;C0193425;C0152060;C0543467
ROCO_CLEF_10965	C0013516;C0183129;C2243117;C2004489;C0232605;C1550604;C0554756
ROCO_CLEF_63901	C0751437;C0040184;C1962958;C0040399;C0262950
ROCO_CLEF_69769	C0013516;C0183129;C2243117
ROCO_CLEF_48236	C1552858;C0015252;C0007876;C0448478;C0728940;C0554756;C0184905
ROCO_CLEF_44052	C0180921;C1261287;C0687028;C0016356;C1550227
ROCO_CLEF_48523	C0018670
ROCO_CLEF_26789	C0456475;C1561543;C0040578;C1261287;C0521352
ROCO_CLEF_41603	C0003842
ROCO_CLEF_17538	C0000925;C0040395;C1318154;C0301559;C0034579;C0549207;C0947630;C0233492;C0441633;C0040405;C0003842
ROCO_CLEF_47238	C0034579;C0919250;C0024687
ROCO_CLEF_43514	C0441621
ROCO_CLEF_36751	C0025663;C0040426;C0202165
ROCO_CLEF_36489	C0233407;C3539923;C0224155;C0038351;C1546711;C0029266;C1718271;C0025047
ROCO_CLEF_34909	C0267716;C0520904;C0867390;C0032786;C0241311
ROCO_CLEF_21514	C0030274;C0772294;C0702058;C0607422;C0441633;C0221198;C0771711;C0018670
ROCO_CLEF_10771	C4283785;C0205161;C0424530;C0041618
ROCO_CLEF_38840	C0024947;C0042449;C0004454;C0810633;C1546728;C3853703
ROCO_CLEF_59084	C1293134;C0746922;C0022646;C0024202
ROCO_CLEF_66028	C0700095;C0003483;C1285092;C0011900;C0000726;C0009924;C0441633;C3540583;C0449900
ROCO_CLEF_13448	C0741968;C0002978;C0033363;C1548816;C0935598;C0016538;C3244072;C1533685;C0021485;C4255126;C3891555;C0003842
ROCO_CLEF_02426	C0013103;C0180921;C0687028;C0016356;C0012621;C0456824;C0005388;C3245511;C1550227
ROCO_CLEF_22770	C0558143;C1552858;C0015252;C0019066;C0037993;C0007876;C0607422;C0728940;C0333525;C0184905
ROCO_CLEF_02380	C1318509;C1261287;C0240795;C0556030;C0033363;C0231519;C0016538;C0038257;C0009924;C2347268;C0449900
ROCO_CLEF_02718	C0544726;C0013103;C0040395;C0034579;C1962958;C0012621;C0040405;C1561538
ROCO_CLEF_10614	C0023884;C0443146;C0796494;C0231881;C0008311;C0008307
ROCO_CLEF_51938	C0921176;C1704258;C0933845;C0525187;C4084721;C0796494;C0231881
ROCO_CLEF_59720	C3853789;C1610719;C1861265;C1704258;C0010097;C0017181;C0162512;C0241144;C0039729
ROCO_CLEF_35915	C0751437;C0015027;C3244072;C0741968;C0002978;C0772294;C1548816;C0935598;C3891555;C4255126;C0221198;C0003842
ROCO_CLEF_21176	C0027530;C1962945;C1548003;C0043299;C0013990;C0817096
ROCO_CLEF_02647	C0009429;C1962945;C1548003;C3887704;C0376495;C0043299;C0087111
ROCO_CLEF_52029	C1320102;C0687702;C0040395;C0034579;C1522577;C0233929;C0087111;C0243144;C0033972;C0442031;C0040405
ROCO_CLEF_49354	C0013218;C1514893;C4283785;C0772294;C2717829;C0013216;C0023884;C3665472;C2985765;C0441633;C0221198
ROCO_CLEF_56133	C1962945;C1548003;C0228391;C0030797;C0043299;C0019552
ROCO_CLEF_02550	C0334094;C0221874;C1962945;C1548003;C1704258;C0228391;C0030797;C0043299;C0332516;C0441610;C0015811;C0019552;C0262950
ROCO_CLEF_24584	C0001558;C0036589;C0751438;C0040405;C0040395;C1318154;C0199808;C1829459;C0233494;C0028429;C0024947;C0001563;C0034579;C0004454;C0441633;C0449900;C0751437;C0199810;C0376495;C0725057;C2985765;C0009924;C3469597
ROCO_CLEF_46905	C0040395;C0000726;C0221198;C0034579;C0772294;C0005682;C0009924;C0403608;C0040405;C0449900
ROCO_CLEF_16993	C0183089;C0240795;C0040184;C0556030;C0025663;C2347268;C0231519;C0182092;C1547307;C1140618;C0446516;C0029468;C0441606
ROCO_CLEF_57578	C0037303;C0729233;C0700124;C0549207;C0014876;C1322279;C0817096;C0751438
ROCO_CLEF_68003	C1962945;C0006255;C0043299;C0817096;C1553496;C0024109;C0038257
ROCO_CLEF_27874	C0013931;C0002978;C0022646;C0042449;C0227665
ROCO_CLEF_20081	C0412555;C1709311;C0030797;C0005682;C0041618
ROCO_CLEF_04108	C0040405;C0034579;C0040395
ROCO_CLEF_61568	C0034770
ROCO_CLEF_29812	C0228391;C0392148;C0019552;C0150312
ROCO_CLEF_44777	C0228505;C0040395;C1285092;C0040405;C0034579;C0521428;C0221198;C0000726;C0441633;C0772294
ROCO_CLEF_62350	C0008520;C0221874;C0031809;C1705273;C0244399;C0031843;C0035298;C0035331
ROCO_CLEF_17817	C1555302;C0034770;C0227665;C0751438;C0035139;C0392333;C0441587;C0607422;C0022646;C0006736
ROCO_CLEF_29458	C0013604;C0015811;C0018670
ROCO_CLEF_19727	C0772413;C1170544;C0722775;C0856882;C0412555;C0041618;C1561540
ROCO_CLEF_00347	C1548827;C0006282;C0933845;C0521530;C0817096;C0024109;C0796494;C0441633
ROCO_CLEF_15366	C0175730;C1561538;C0392209;C0518896
ROCO_CLEF_29250	C0027530;C1306232;C0006104;C0016059;C1561538
ROCO_CLEF_10510	C1548770;C0034606;C0243144;C0024687;C0303612;C1328685;C0441633;C0761653;C0262950
ROCO_CLEF_54661	C0024763
ROCO_CLEF_46406	C0034619;C1522449;C0024202;C0003483;C1561540;C0025066;C0746922;C0230467
ROCO_CLEF_13908	C1561528;C0040395;C0038774;C0034579;C0033252;C0030797;C0012817;C0521377;C4050258;C0441633;C0040405;C0227391
ROCO_CLEF_34914	C0002978;C1522449;C1561540
ROCO_CLEF_35899	C0018246;C0005847;C0521440;C1260969;C1550227
ROCO_CLEF_04952	C0028778;C0042149;C0024202;C4283785;C4084721;C0030797;C1551379;C0374082;C0746922;C2242558;C0700185;C0333581
ROCO_CLEF_05937	C0031809;C1318154;C1962945;C1548003;C0026367;C0024687;C0043299;C0582103
ROCO_CLEF_68175	C1547530;C0772294;C1551379;C0374082;C0243144;C0333581;C0040405;C0040132;C2242558;C0040395;C0076638;C0233929;C0700185;C0221198;C0034579;C1285092;C0687702;C0117002;C0342952
ROCO_CLEF_61806	C0935598
ROCO_CLEF_64373	C1293284;C0841296;C1962945;C0022742;C0441513;C0043299;C0565460;C0198062;C0015811;C1293304;C1548003;C0524865;C0845672
ROCO_CLEF_27210	C1552858;C0015252;C0007876;C0728940;C0184905
ROCO_CLEF_54301	C0441633;C1140621
ROCO_CLEF_55283	C2242558;C1551379;C0374082;C0006104;C0700185;C1517569;C0333581
ROCO_CLEF_27560	C3151684;C0678723;C0185117;C1176472;C0243107
ROCO_CLEF_47465	C0037303;C1962945;C1548003;C0036429;C0772294;C0043299;C2951888;C0221198
ROCO_CLEF_08807	C0027530;C1963113;C1962945;C1548003;C0875999;C0043299;C0015811;C0162370
ROCO_CLEF_13145	C0040395;C0034579;C0441633;C0040405
ROCO_CLEF_20770	C0025663;C1300072
ROCO_CLEF_34218	C0772294;C0034579;C0221198;C0024687;C0751438
ROCO_CLEF_47765	C3853789;C1610719;C0030274;C0772294;C0018670;C0221198
ROCO_CLEF_42471	C0003617;C0000726;C1552860
ROCO_CLEF_01474	C0013218;C0442797;C0056685;C0013216;C2717829;C0935598;C3665472
ROCO_CLEF_46834	C0441633;C0042075;C0442874;C0000726
ROCO_CLEF_39475	C0772294;C0005847;C0015811;C0162370;C0221198
ROCO_CLEF_11793	C0231519;C0240795;C0556030;C0025066;C0038351;C2347268
ROCO_CLEF_50268	C0031939;C1285092;C2355627;C0039729;C0018827;C3496276;C3496277;C3496275
ROCO_CLEF_32018	C0227665;C0023884;C0022646
ROCO_CLEF_45689	C0228505;C0040395;C0034579;C0392148;C0024109;C1328685;C0150312;C0040405
ROCO_CLEF_48298	C0186193;C0565345;C0015252;C0019552;C0228391;C0336581;C0027342;C0003893;C0728940
ROCO_CLEF_25812	C0935598
ROCO_CLEF_27960	C3244286;C0016538;C0033363
ROCO_CLEF_33165	C0028778;C0240795;C1709311;C0227665;C1705273;C0700124;C0030797;C0041618;C0231519;C0556030;C0031843;C1322279;C0441633;C2347268;C0022646;C0412555
ROCO_CLEF_11431	C0751437;C0042449;C0412555;C0041618;C0460005;C0024109;C1829459;C0003842
ROCO_CLEF_00863	C0043299;C1548003;C1962945
ROCO_CLEF_22402	C0043299;C0005516;C0034579;C1962945
ROCO_CLEF_11109	C0000726
ROCO_CLEF_61588	C0013516;C0203378;C0203379;C0183129;C0018827;C0221533;C0013524;C1185740
ROCO_CLEF_15074	C0751437;C0027530;C3244072;C0042449;C0229730;C0025066;C0741968
ROCO_CLEF_58662	C0262950
ROCO_CLEF_21889	C0005847;C0441633
ROCO_CLEF_07032	C3244072;C0042449;C3245511
ROCO_CLEF_11808	C0772294;C0441633;C0221198
ROCO_CLEF_56706	C0175676;C0203463;C0041618
ROCO_CLEF_37786	C0817096;C0729233;C0024109
ROCO_CLEF_13787	C0151664;C0028778;C1709311;C1548003;C0700124;C0043299;C0009368;C0021853;C0607422;C0549099;C0205161;C1962945
ROCO_CLEF_29763	C0021102;C0040395;C0175631;C0034579;C0021107;C1140999;C0233643;C0040405
ROCO_CLEF_18252	C0772413;C1170544;C0935598;C0772294;C0722775;C0412555;C0041618;C0817096;C0000726;C0221198
ROCO_CLEF_25479	C0231760
ROCO_CLEF_12661	C0042449;C0040399;C0030580;C1285092;C0796494
ROCO_CLEF_64338	C1849659;C1552858;C0006826;C0015252;C0007876;C0184905;C0005682;C0728940;C0700381;C1523733
ROCO_CLEF_65083	C0040395;C1552826;C0233643;C1550227;C0018670
ROCO_CLEF_35929	C0751437;C0007531;C0935598;C0000726
ROCO_CLEF_42036	C3244306;C0035110;C0064990;C0543467;C0949626
ROCO_CLEF_05988	C0184666;C0029053;C1265876;C0817096;C0024109;C1561538
ROCO_CLEF_04149	C0772294;C0221198
ROCO_CLEF_70633	C0026367;C4227884;C0040456;C0854217;C3245509
ROCO_CLEF_44224	C0175676;C1553386;C0227665;C0041618;C0000726;C0203463;C0022646
ROCO_CLEF_50426	C3891555;C0024947;C0042449;C0002978;C0004454;C1548817;C0520997;C0733564;C1548816;C0441144;C0009924;C4255126;C0449900
ROCO_CLEF_24574	C0231881;C2985765;C1293134
ROCO_CLEF_68863	C3891555;C0002978;C3854153;C0035139;C3245511;C0150600;C0029976;C0005516;C3244072;C4255126;C0016356;C1548816;C0038257;C0180921;C0021107;C0003842
ROCO_CLEF_47930	C0175649;C0035110;C0949626;C1548003;C3244306;C1962945;C0228391;C0043299;C0015811;C0019552;C0525024;C0262950;C0543467
ROCO_CLEF_49341	C1962945;C0043240;C1561542;C0043299;C0332550
ROCO_CLEF_30240	C0006141;C0024947;C0234518;C0024202;C2939420;C0006826;C0412555;C0004454;C0041618;C1328685;C0746922;C1176472;C0027627
ROCO_CLEF_01013	C0013303;C0441633
ROCO_CLEF_03240	C1254042;C0746961;C0523807;C0152322;C0678723;C0022646
ROCO_CLEF_40756	C0733796;C0021853;C0000726
ROCO_CLEF_36860	C0796494;C0006255
ROCO_CLEF_47664	C1140999;C4084721;C0175643
ROCO_CLEF_10788	C0180921;C0016356;C0018792
ROCO_CLEF_11667	C0042241;C0152097;C0011980;C0000726
ROCO_CLEF_08999	C1963113;C0015811
ROCO_CLEF_57260	C0606665;C0333262;C1829459
ROCO_CLEF_16643	C1553496;C0036037;C4255448;C0079595;C0021853;C0005682;C0024109;C0231881;C1829459;C0027627;C2939420
ROCO_CLEF_09000	C1553386
ROCO_CLEF_34055	C0040395;C0034579;C1962958;C0040405
ROCO_CLEF_23193	C2827501;C1705273;C0542559;C3887804;C0202165
ROCO_CLEF_33099	C0043299;C1548003;C1962945
ROCO_CLEF_42309	C0007723;C0175676;C0041618
ROCO_CLEF_13093	C4084721;C0817096
ROCO_CLEF_00965	C1553386;C0817096;C0933845;C0024109
ROCO_CLEF_61352	C0751437;C3891555;C4255126;C0002978;C0033363;C1548816;C0016538;C0003842
ROCO_CLEF_36241	C0456378;C1318154;C1962945;C1548003;C0043299;C1550227
ROCO_CLEF_53335	C0412555;C1561540;C0021853;C0041618
ROCO_CLEF_46560	C0228515;C1610719;C0019340;C1547787;C0228192
ROCO_CLEF_31167	C0009429;C0376495;C3887704;C0087111;C0817096;C0003448
ROCO_CLEF_44606	C0040395;C0034579;C1561542;C0034770;C0040405
ROCO_CLEF_60004	C1322279;C0687028;C0700124;C0205400;C0079595;C0796494;C1550227;C0231881;C0012359
